full_text,likes,comments,shares,total_engagement,outlier_score,hook_type,topic,angle,structure,visual_format,first_line,hook_150,hook,url,date,_source,rank,followers,author_avg,source
"This framework I never knew I needed got me compliments on my communication within a week.

It's called MECE.

Huh? mice? No. MECE 😂. It stands for ""Mutually Exclusive, Collectively Exhaustive."" It forces your communication to be structured.

Let's take an incident investigation as an example. Many times, engineers are dropping messages in the channel like throwing darts.

❌ Before: ""It could be the landing page. No, that's not it. Maybe seasonality? Nope, that's not it either... anyone have other ideas?""

✅ After: ""If signups are down, it's either actually down or it's a false positive. If it's a false positive, we can check for seasonality or a data issue. If it's an actual drop, it could be that it's iOS only, android only, or both. Let's narrow it down.""

MECE tells you to come up with all the mutually exclusive and many options as possible upfront, then narrow down and cross out. 

This has a few benefits:
1. You can literally SEE the structure via a tree this gives your communication and thinking
2. Once you see it, you can delegate each of those to others working on the issue
3. Finally, you can cross out each item on the tree as you go, and give accurate estimates to leaders of when it'll be resolved. No more, ""we're not sure when it'll be fixed. It's too ambiguous."" 

To apply it yourself, before your next message, think about how you can communicate using a ""tree structure"" like the one on the right. Avoid windy roads and darts.

Have you heard of MECE before and where else do you think you can use it?

--
Tomorrow, I'll share 4 more use cases you can use this to level up your communication, thinking, and problem-solving. We have a special guest post from Torsten Walbaum (ex-Rippling, Uber, Google) on High Growth Engineer.

To not miss it, hit the link next to my profile picture above!",336.0,24.0,8,368.0,1.4,Teacher,Software Engineering,Personal Experience,List Post,Text-only,This framework I never knew I needed got me compliments on my communication within a week.,"This framework I never knew I needed got me compliments on my communication within a week.

It's called MECE.

Huh? mice? No. MECE 😂. It stands for ""M","This framework I never knew I needed got me compliments on my communication within a week.

It's called MECE.

Huh? mice? No. MECE 😂. It stands for ""M",https://www.linkedin.com/posts/jordancutler1_this-framework-i-never-knew-i-needed-got-activity-7266125931117785088-bpOS?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAD81P2gB8COKVZLp6EQQjDG5lu3X4UjKxEQ,2024-11-23T16:30:20.070Z,idea_legos_alexis,141.0,0.0,239.9,
"If you're a developer looking to level up, here are some of my top newsletters of 2024 I look forward to each week:

System Design Newsletter by Neo Kim: https://lnkd.in/epCMRzyX (Learn system design in 5 minutes or less from real company stories.)

Scarlet Ink by David Anderson: https://lnkd.in/etbTHEjy (Former Amazon Exec gives fantastic personal stories and examples on growth in tech)

Eczachly Data Engineering Newsletter by Zach Wilson: https://lnkd.in/ejC7bgVK (Interview better, learn how to get promoted quickly, and become better at data engineering)

Coding Challenges by John Crickett: https://lnkd.in/et9b6VDQ (Level up through real-world coding challenges)

Hybrid Hacker by Nicola Ballotta: https://lnkd.in/exvzJUhj (Collection of advice on management & productivity, with really great visuals on how to think)

Engineering Leadership by Gregor Ojstersek: https://lnkd.in/eaYUVCSc (Learn how to become a better engineering leader)

The Caring Techie by Irina Stanescu: https://lnkd.in/e5qybckA (Build soft skills from an experienced IC, manager, and tech lead. She's done it all)

The Developing Dev by Ryan Peterman: https://lnkd.in/e4JxSQg5 (Learn to become a better developer in 5 minutes or less each week -- from a Staff Software Engineer at Instagram)

Techlead Mentor by Raviraj Achar: https://lnkd.in/dB7AgsZa (Become an effective Tech Lead from a Staff Engineer at Meta)

Leading Developers by Anton Zaides: https://lnkd.in/dNbn8y9W (Learn to grow as a tech lead and manager)

There are too many good ones to list, so this definitely doesn't cover all.

Feel free to share in the comments the ones I missed or post your own!",253.0,37.0,30,320.0,1.05,Teacher,Engineering Career,Framework/How-To,Observation/Opinion,Text-only,"If you're a developer looking to level up, here are some of my top newsletters of 2024 I look forwar","If you're a developer looking to level up, here are some of my top newsletters of 2024 I look forward to each week:

System Design Newsletter by Neo K","If you're a developer looking to level up, here are some of my top newsletters of 2024 I look forward to each week:

System Design Newsletter by Neo K",https://www.linkedin.com/posts/jordancutler1_if-youre-a-developer-looking-to-level-up-activity-7161754137611771905-PIVo?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAADYTW2ABrkqUW6gvZEMoz2OzOvvdx6Gq6bg,2024-02-09T16:45:37.738Z,idea_legos_alexis,207.0,0.0,239.9,
"Here's a simple trick to avoid your proposals getting rejected: Don't make it a ""yes"" or ""no"" decision. 

Make it a ""which one"" decision. And make your recommendation the obvious choice.

When you say ""Can I do <x>?"" it's a ""yes"" or ""no"" decision. Most of the time, especially when your request might be to another team, the easiest thing is for them to say no. That keeps the status quo which feels safe.

When you provide options, it makes the best choice for the business clear and easy to pick.

Here's a before and after example.

❌ Before: Can you add rate limiting to the search endpoint? Our frontend is sending too many requests.

✅ After:
Hi team, we're seeing high request volumes on the search endpoint. We have a few options to address this:
1. Backend rate limiting (recommended). All clients will be supported out of the box.
2. Add client side throttling. However, all clients will need to be updated
3. If we do nothing, we'll keep hitting our max load and failing requests

What are your thoughts?

This is a simplified example, but the ""after"" did a few things:
• It reduces cognitive load by calling out ways we can solve it up front
• It makes it really weird to choose option 3. It's clear that (1) or (2) will be better than doing nothing. 
• It makes it really easy to pick option 1. It's already been laid out as recommended and shows why it's the best choice.

Combined, it leads to you getting the outcome you want.

--
Tomorrow, I'll release an article with 5 tips like this on overcoming friction and getting past ""no."" To not miss it, join 77k+ engineers and check the link next to my picture above.",245.0,26.0,3,274.0,1.02,Contrarian,Engineering Leadership,Against Common Wisdom,List Post,Text-only,"Here's a simple trick to avoid your proposals getting rejected: Don't make it a ""yes"" or ""no"" decisi","Here's a simple trick to avoid your proposals getting rejected: Don't make it a ""yes"" or ""no"" decision. 

Make it a ""which one"" decision. And make you","Here's a simple trick to avoid your proposals getting rejected: Don't make it a ""yes"" or ""no"" decision. 

Make it a ""which one"" decision. And make you",https://www.linkedin.com/posts/jordancutler1_heres-a-simple-trick-to-avoid-your-proposals-activity-7255964295081914369-hnYI?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAADYTW2ABrkqUW6gvZEMoz2OzOvvdx6Gq6bg,2024-10-26T15:31:37.245Z,idea_legos_alexis,216.0,0.0,239.9,
"Big thanks to Jordan Cutler, author of the excellent, widely-read weekly newsletter High Growth Engineer. We teamed up on today's guest post in HGE about storytelling (https://lnkd.in/e-38Pd66).

As you progress in your engineering career, the strong technical skills you've demonstrated won't be enough to get you promoted to the next level. They're necessary but not sufficient.

""What got you here won't get you there.""

Storytelling skills are incredibly important everywhere, but especially in tech as you move to higher levels. The job will increasingly be about convincing others of your ideas on a larger and larger scale. Storytelling does just that.

You can check out the full storytelling post using the link above and subscribe to HGE here: https://lnkd.in/e3hrW-rc.",7.0,1.0,1,,,Teacher,Engineering/Technical,Insight/Observation,Statement → Commentary,Text-only,"Big thanks to Jordan Cutler, author of the excellent, widely-read weekly newsletter High Growth Engineer. We teamed up on today's guest post in HGE ab","Big thanks to Jordan Cutler, author of the excellent, widely-read weekly newsletter High Growth Engineer. We teamed up on today's guest post in HGE ab",,,,dataset_alexis_dataset,,,,
"If you want to get promoted to Senior or Principal Engineer you have to stop focusing on only your own output.

One of the most consistent patterns I see in successful candidates is their ability to grow and lead others. This can be just as important as technical excellence. 

Leaders are responsible for creating high-performing teams, but they don’t always have the time to directly mentor every junior engineer. When you step into that gap, you trigger the Mentorship Flywheel:

Grow others: Be a teacher who willingly shares knowledge and helps junior people.
↓
Build influence to set direction: As you help others, you earn the right to set the standards for how things get done.
↓
Seen as a leader: Your manager notices that you are the ""go-to"" person lifting the whole organization, which leads to your promotion.

When I discuss this flywheel I like to talk about a real-world example from my time at Amazon. To help a Senior Engineer get promoted to Principal, I had him run the design reviews for my entire organization. He set the standards for documentation, shared designs, and trained every team we met with. This clear ability to lift the entire group led to an immediate approval of his promotion.

Don’t wait for your manager to give you a big project or a mentorship assignment. Suggest a plan to them yourself. Ownership means creating your own promotion case rather than waiting with ""blind hope"".

For more knowledge about developing your career and breaking through to your next promotion, I run a course on Maven all about breaking through to strategic executive. You’ll learn how to:

--Be an influential communicator and leader on a company-level
--Be seen as a leader who enhances the whole company
--Overcome blocks to promotion

Our next cohort starts January 10th. Join us with this LinkedIn-exclusive offer: https://bit.ly/4bdk3Gj",106.0,24.0,2,,,Contrarian,Leadership/Management,Contrarian/Challenge,Statement → Commentary,Text-only,If you want to get promoted to Senior or Principal Engineer you have to stop focusing on only your own output.,"If you want to get promoted to Senior or Principal Engineer you have to stop focusing on only your own output.

One of the most consistent patterns I",,,,dataset_alexis_dataset,,,,
"If you want to grow as a software engineer in 2026,
try these newsletters (all free):

1. System Design
➟ https://lnkd.in/gDCD8gaq

2. Engineering Leadership
➟ https://lnkd.in/g3wQkZX9

3. Insider Knowledge Big Tech
➟ https://lnkd.in/gP753FRs

4. Data Engineering
➟ https://lnkd.in/grcczKZx

5. Engineering Career Growth
➟ https://lnkd.in/gnwCKaZF

6. Test-Drive Development
➟ https://lnkd.in/g8WE-W_g

7. Frontend & Software Design
➟ https://lnkd.in/g6EnUTwD

8. Software Architecture
➟ https://lnkd.in/gjQ8nDqm

9. Engineering & Leadership Insights
➟ https://lnkd.in/g-fxEzZV

10. .NET & Architecutre
➟ https://lnkd.in/gh9w4XsQ

11. AWS & Cloud
➟ https://lnkd.in/gJvcHS3g

12. Weekly Curated Tech Articles
➟ https://lnkd.in/gw3beud3

What other newsletters should be on this list?

📌 Save for later.
♻️ Repost to help others grow.
➕ Follow Nikki Siapno + turn on notifications.",447.0,44.0,60,,,Teacher,Engineering/Technical,Insight/Observation,Listicle/Breakdown,Text-only,"If you want to grow as a software engineer in 2026,","If you want to grow as a software engineer in 2026,
try these newsletters (all free):

1. System Design
➟ https://lnkd.in/gDCD8gaq

2. Engineering Lea",,,,dataset_alexis_dataset,,,,
"I know an engineer who has been stuck in a mid-level role for 30+ years because he doesn’t care what his managers think. He cares about technical excellence. That is great, but it won’t get you promoted. 

Technical excellence alone does not get engineers promoted because technical excellence alone does not create business value.  To get promoted, especially at higher levels, an engineer needs to make it clear that they have an impact in at least one of these three things: 

1) Revenue Generation

This could mean they launch new features/products, facilitate payments, build systems to handle more customers, or a number of other things. However, the connection between the engineer’s work and the revenue or opportunity for revenue should be clear. 

2) Cost Reduction

On the other side of revenue is cost reduction. A business’s profits increase when its costs decrease, so doing any work that improves the efficiency of the business will be seen as valuable. 

3) Moat Construction

If an engineer’s work doesn’t have direct impact on profit but does help create a competitive advantage for the company, this will also be seen as incredibly valuable. 

The ways in which an engineer can influence each of these three things is practically unlimited, but the important thing for engineers to understand is that doing value-adding work will lead to promotion. Doing maintenance work (exclusively) leads to a maintenance position. 

This may be a very stable job, which is great if that is what you want. But it won’t be a fast-growing or far-reaching career. If you want one of those, you have to create growth for the company. 

I wrote an article for Jordan Cutler’s “High Growth Engineer” newsletter that goes through how you can become an engineer that drives impact and gets promoted to higher and higher roles. 

The insights come from my 25+ years as an engineering leader throughout my career, based directly on what has led me to promote scores of engineers. 

It includes the list of the 5 top traits in engineers that I promoted, as well as stories and examples of engineers creating outsized value. 

Read the article here: https://lnkd.in/eh-CdNW9

Engineers and leaders- How can engineers create business value and get rewarded for it?",377.0,75.0,12,,,Teacher,Leadership/Management,Personal Experience,Listicle/Breakdown,Text-only,I know an engineer who has been stuck in a mid-level role for 30+ years because he doesn’t care what his managers think. He cares about technical exce,I know an engineer who has been stuck in a mid-level role for 30+ years because he doesn’t care what his managers think. He cares about technical exce,,,,dataset_alexis_dataset,,,,
"I'm a software engineer with 7+ years of experience, and I build distributed systems at AWS. Here are resources I'm using to become a better software engineer in 2026:

➤ Books
→ Designing Data-Intensive Applications: https://amzn.to/3Gwtd0V
→ The Mythical Man-Month: https://amzn.eu/d/bdCiEse
→ Philosophy of Software Design: https://amzn.eu/d/gM4jUCB
→ 7 Habits of Highly Effective People: https://amzn.eu/d/eFqJZ48

➤ Newsletters
→ The Pragmatic Engineer (by Gergely Orosz): https://lnkd.in/dZJrQsBC
→ System Design One (by Neo): https://systemdesign.one/
→ Level Up Coding (by Nikki): https://lnkd.in/dcpMXsCB 
→ High Growth Engineer (by Jordan): https://lnkd.in/dTKB9JHt
→ Hungry Minds (by Alexandre): https://lnkd.in/d3Ffi536
 
➤ Projects and hands on practice outside work
→ Coding Challenges (by John)
→ NeetCode (by Navdeep)
→ Taro (YC S22) (by Alex and Rahul)

No single book, newsletter or platform makes us better engineers. 

But the right mix of reading, practice and real-world experience will help us improve over time. 

New year,
More growth.

#softwareengineering

---
♻️ Repost to help someone else become a better engineer
➕ Follow Abdirahman Jama for software engineering tips",343.0,52.0,34,,,Teacher,Engineering/Technical,Personal Experience,Listicle/Breakdown,Text-only,"I'm a software engineer with 7+ years of experience, and I build distributed systems at AWS. Here are resources I'm using to become a better software ","I'm a software engineer with 7+ years of experience, and I build distributed systems at AWS. Here are resources I'm using to become a better software",,,,dataset_alexis_dataset,,,,
"The best engineers I know are T-shaped.

10 creators I read to build that breadth:


0. Neo Kim (Founder of the System Design Newsletter):
↳ All-in system design content to help you grow in your career

1. Abdirahman Jama (SDE @ AWS):
↳ Software engineering content you'll want to remember

2. Jordan Cutler (Staff Software Engineer @ Pinterest):
↳ Practical and career growth before and during the job

3. Demitri Swan (Sr. SWE @ Apple):
↳ Super technical content around C++ and Cloud infra

4. Steve Huynh (ex-Amazon principal engineer):
↳ Helps you level up fast, very fast

5. Daniel Moka (120k followers):
↳ Clean code, TDD, and all in between

6. Kevin Naughton (ex-Google SWE):
↳ Needs no introduction

7. Dawn Choo (ex-Meta AI):
↳ So much helpful content for data science and engineering

8. Zach Wilson (Founder at DataExpert):
↳ Data Engineering and mental health 101

9. Sebastian Raschka, PhD (Founder @ RAIR lab):
↳ So much depth and breadth about AI, a must!


Who did I miss?


~~~

👉🏻 Join 50,001+ software engineers getting curated system design deep dives, trends, and tools (it's free):
➔ https://lnkd.in/dkJiiBnf

~~~

If you found this valuable:

👨🏼‍💻 Follow Alexandre Zajac
🔖 Bookmark this post for later
♻️ Repost to help someone in your network",216.0,36.0,18,,,Teacher,Engineering/Technical,Insight/Observation,Listicle/Breakdown,Text-only,The best engineers I know are T-shaped.,"The best engineers I know are T-shaped.

10 creators I read to build that breadth:


0. Neo Kim (Founder of the System Design Newsletter):
↳ All-in sy",,,,dataset_alexis_dataset,,,,
"You are what you eat.

10 brain foods to grow as an engineer:


0. Netflix's 5M Records/Second Real-Time Graph Processing:
► https://lnkd.in/dACyJ4Dm

1. Inside NVIDIA GPUs:
► https://lnkd.in/d8Yf9mK2

2. Google's Engineering Culture:
► https://lnkd.in/dfX2t_9s

3. Mozilla Firefox CTO on Browser War Stories:
► https://lnkd.in/dEh5-W4f

4. What Is a Principal Engineer at Microsoft? (by Dr Milan Milanović):
► https://lnkd.in/dqSZKDUu

5. How to Become a Great Coach and Mentor (by Gregor):
► https://lnkd.in/dvfjFdfw

6. The CAP Theorem Lie Everyone Keeps Repeating:
► https://lnkd.in/dmcm5kHt

7. How Open Table Formats Optimize Query Performance:
► https://lnkd.in/dzXimau2

8. JIT: So You Want to Be Faster Than an Interpreter on Modern CPUs:
► https://lnkd.in/dKVaEsVj

9. A One-Pager Is All You Need (by Jordan):
► https://lnkd.in/dJ8bDCQT


I am packaging the other deep dives and trends in today's issue of Hungry Minds.

Join 50,001+ software engineers from big tech to startups here: https://lnkd.in/dkJiiBnf


What are you reading this week?


#softwarengineering #systemdesign #programming",199.0,27.0,18,,,Teacher,Engineering/Technical,Insight/Observation,Listicle/Breakdown,Text-only,You are what you eat.,"You are what you eat.

10 brain foods to grow as an engineer:


0. Netflix's 5M Records/Second Real-Time Graph Processing:
► https://lnkd.in/dACyJ4Dm",,,,dataset_alexis_dataset,,,,
"I almost can’t believe it: My newsletter The Operator’s Handbook crossed 10,000 subscribers!

I started this newsletter a year ago as a way to reflect on my experiences and observations at various high-growth companies, and to feel productive while I figure out what’s next. I honestly had no idea at the time whether it would turn into something “real”; I was just writing about concepts I found interesting.

Now, a year later, it has grown into a community of over 10k operators, and the reception has been mind-blowing. I’m still amazed that I can write 5,000+ word deep dives without clickbaity titles that get read by thousands, given where the content ecosystem as a whole is heading.

A huge, heartfelt 𝘁𝗵𝗮𝗻𝗸 𝘆𝗼𝘂 to everyone who’s been reading, commenting, sharing, or just following along. Your feedback and support means everything 🙏.

And a massive thank you to a few fellow newsletter writers:

• Jordan Cutler, Benjamin Rogojan, Kyle Poyar, Ben Lang and Rameel Sheikh for the opportunity to write guest posts. Jordan is the real MVP as he reached out to me when I was still finding my style and barely had any traction, and the collab got me a massive boost in reach and motivation

• Hilary Gridley for referring a crazy amount of subscribers through recommendations; as well as Anastasiya Kuznetsova, Tessa Xie, Giacomo Falcone, Mandy Liu (Lead Data Scientist, Ex-Meta), Andres Vourakis, Polina Russell (Moskovaya) and everyone else recommending the newsletter

• And Lenny Rachitsky, the OG, for being the main inspiration for kicking off this project in the first place

Now, back to writing. I have half a dozen of in-progress drafts I need to finish 😅

Oh, and if you want to see WTF this Operators’ Handbook is that I’m talking about, check it out here: https://lnkd.in/ej5wzUy7",74.0,27.0,2,,,Contrarian,Product/Growth,Contrarian/Challenge,Story → Twist → Lesson,Text-only,"I almost can’t believe it: My newsletter The Operator’s Handbook crossed 10,000 subscribers!","I almost can’t believe it: My newsletter The Operator’s Handbook crossed 10,000 subscribers!

I started this newsletter a year ago as a way to reflect",,,,dataset_alexis_dataset,,,,
"""Oh, I’m sorry. You are absolutely right!""

if you’ve spent time coding or playing with ai, this phrase is probably familiar.

the new ""high growth engineer"" newsletter from Jordan Cutler just landed in my inbox, and it covers exactly how to solve this problem along with many other tactics for spotting when ai is misleading you.

same issue? worth reading. 👋",25.0,2.0,1,,,Teacher,Engineering/Technical,Insight/Observation,Statement → Commentary,Text-only,"""Oh, I’m sorry. You are absolutely right!""","""Oh, I’m sorry. You are absolutely right!""

if you’ve spent time coding or playing with ai, this phrase is probably familiar.

the new ""high growth en",,,,dataset_alexis_dataset,,,,
"You are what you eat.

10 brain foods to grow as an engineer:


0. From Go To Rust: How Grab Saved 70% In Infrastructure Costs:
► https://lnkd.in/dcpa2n5q

1. Concurrency Is NOT Parallelism (by Nikki):
► https://lnkd.in/dbC94Wxf

2. How Great Software Engineers Do Code Reviews (by Neo):
► https://lnkd.in/d6wuAg_h

3. People Who Make You Grow:
► https://lnkd.in/dFATWe3C

4. The Senior Engineer's Guide To Adding Context (by Jordan):
► https://lnkd.in/d2iUTi3a

5. From Engineer To Leader (by Gregor):
► https://lnkd.in/db9JRe5c

6. Run Your Own Race as a Dev:
► https://lnkd.in/dRkmm7g5

7. Inside Netflix's Threat Detection Pipeline Architecture (by Zach):
► https://lnkd.in/dUq8jvWm

8. How We Tracked Down A Critical Go Memory Leak:
► https://lnkd.in/dcVFu2S2

9. Work Life Balance Slows Down Career (by Sidwyn):
► https://lnkd.in/dG3gBWhv


I am packaging the other deep dives and trends in today's issue of Hungry Minds.

Join 50,001+ software engineers from big tech to startups here: https://lnkd.in/dkJiiBnf


What are you reading this week?


#softwarengineering #systemdesign #programming",182.0,35.0,20,,,Teacher,Engineering/Technical,Insight/Observation,Listicle/Breakdown,Text-only,You are what you eat.,"You are what you eat.

10 brain foods to grow as an engineer:


0. From Go To Rust: How Grab Saved 70% In Infrastructure Costs:
► https://lnkd.in/dcpa",,,,dataset_alexis_dataset,,,,
"(R)evolution is here, we like it or not.


During the last Infoshare 2025 Conference Jordan Cutler showed this slide: The engineering team structure we've known for years is changing, as we speak. Because AI and other tools / tech is more and more equipped in doing things for us, the skillset vs engineering role is shifting. 

👉 Junior is becoming a Mid
👉 Mid is becoming a Senior
👉 Senior transforming into Staff Engineer (with a part of completely different skills)

I wanted to come back to it because we had a great conversation with Ari Block during our Leman Tech Leadership Podcast recording session. We've discussed how there are big predictions about engineering teams in overall. Interesting and necessary trend to follow, and build risk management around it. So we take care of our teams and businesses as well.

Do you see this transformation as well? Let's see what's already visible! 

Pawel Solowinski, Anastasia Zygmantovich, Marta Kramer, Anna Raubo, Wojciech Ziółkowski, Jeremiasz Kucharski, Marcin Przybyla, Łukasz Filut, Alicja Karalus, Alaina Percival, Jakub Jastrzebski, Monika B., Kenny Kelley, William V. Powers, Jim Mirochnik, MBA, PMP, ISO Auditor, Michael Schank, Anne Glaberson, Marcus Fontoura, Anant Agarwal, Jacob Anderson, MSML, CISSP, CCP, CMMC RP, MCP, GDPR F, Ewelina Śliwińska, Evgeny Garlukovich",35.0,12.0,3,,,Teacher,Engineering/Technical,Insight/Observation,Contrast Format,Text-only,"(R)evolution is here, we like it or not.","(R)evolution is here, we like it or not.


During the last Infoshare 2025 Conference Jordan Cutler showed this slide: The engineering team structure w",,,,dataset_alexis_dataset,,,,
"I am grateful for Jordan Cutler and how he'll hop on a call to answer my DUMB questions. 

Jordan runs a very successful newsletter called High Growth Engineer (link here --> https://lnkd.in/gCaXyd6x). He gives lots of talks. He has lots of followers. He is successful. He's also a super nice guy.

I'm going to be giving bi-annual ""How to become a Staff+ Engineer"" webinars with O'Reilly. I have no idea how to market myself. I'm an engineer. That comes first, duh. But Jordan is a great engineer AND knows how to market himself. 

Here's to hoping I learned something from Jordan 🤞

Thank you, Jordan!

#gratitudeMondays

https://lnkd.in/g47RRRSX",22.0,3.0,1,,,Teacher,Engineering/Technical,Personal Experience,Statement → Commentary,Text-only,I am grateful for Jordan Cutler and how he'll hop on a call to answer my DUMB questions.,"I am grateful for Jordan Cutler and how he'll hop on a call to answer my DUMB questions. 

Jordan runs a very successful newsletter called High Growth",,,,dataset_alexis_dataset,,,,
"🚫 Stop building agents. Here's what you should build instead.

Using agents in production code relinquishes all control to the LLM. While LLMs are smart, they're not THAT smart and will get many things wrong, like...
• What tools should be used
• When work should get handed off to the next agent
• What the output should look like

Agents are also highly non-deterministic. So the results of a documentation generation agent can make all your docs look inconsistent.

✅ Here are the five AI patterns you should know that aren't agents.
1. Prompt chaining: Call an LLM with a function. Get structured data. Feed that into the next LLM
2. Parallelization: Break up LLM calls across multiple, parallelizable functions. It speeds up the final result and results in higher quality since the LLM can just focus on one thing for each prompt
3. Routing: LLM classifies the input to a predefined set of values, then you call regular code based on what it returned
4. Orchestrator & worker: LLM takes input and generates a dynamic set of substeps from the options available. Those substeps are passed off to workers for processing
5. Evaluation & optimization: LLM takes a result and acts as an evaluator. If it doesn't meet the criteria provided, it loops back and iterates on it, like a newspaper editor.

These patterns and code snippets are all documented in the latest High Growth Engineer article if you'd like to learn more: https://lnkd.in/eRXw6dar. Shout-out to Hugo Bowne-Anderson , the guest author for this article.

And credit to Anthropic and their original article that came up with these patterns 🙏

Which patterns have you found most useful in building real-world apps?",189.0,34.0,14,,,Contrarian,Engineering/Technical,Contrarian/Challenge,Listicle/Breakdown,Text-only,🚫 Stop building agents. Here's what you should build instead.,"🚫 Stop building agents. Here's what you should build instead.

Using agents in production code relinquishes all control to the LLM. While LLMs are sma",,,,dataset_alexis_dataset,,,,
"GitHub has 420M repositories.

25 repos you can't miss out on as a software engineer:


___
BONUS: I share repos and deep dives to 50,001+ engineers for FREE here: https://lnkd.in/dkJiiBnf
___


𝗦𝘆𝘀𝘁𝗲𝗺 𝗗𝗲𝘀𝗶𝗴𝗻:

0. The System Design Case Studies and Fundamentals:
► https://lnkd.in/dbfAK_6A (by Neo)

1. Awesome System Design Resources:
► https://lnkd.in/dU6wFXkn (by Ashish)

2. System Design Primer:
► https://lnkd.in/dkPScaCW

3. System Design 101:
► https://lnkd.in/d5itZHgQ

4. Essential JS Design Patterns:
► https://lnkd.in/dWmBwK-i

5. Coding Challenges Solutions:
► https://lnkd.in/dJV_8pgH (by John)

6. Awesome System Design for Distributed Systems:
► https://lnkd.in/dxUB8Jey

7. Big Tech Engineering Tech Blogs:
► https://lnkd.in/dJaGjeES


𝗖𝗼𝗺𝗽𝗹𝗲𝘁𝗲 𝗥𝗼𝗮𝗱𝗺𝗮𝗽𝘀:

8. The Comprehensive DevOps Roadmap:
► https://lnkd.in/ddE5DkDJ (by Dr Milan Milanović)

9. Path to Senior Engineer Handbook:
► https://lnkd.in/dC3dQvy6 (by Jordan)

10. 100+ Resources to Become a Great Engineering Leader:
► https://lnkd.in/dFwV2GMv (by Gregor)

11. Free Programming Books:
► https://lnkd.in/d5JCRakw

12. The Book of Secret Knowledge:
► https://lnkd.in/d69jrK4T

13. The Ultimate Developer Roadmap:
► https://lnkd.in/dsCJgDnS (by Kamran)


𝗔𝗜/𝗠𝗟:

14. LLM 101 course:
► https://lnkd.in/dVKwvVUR (by Maxime)

15. Hands on LLM:
► https://lnkd.in/dww8GPdt (by Paul)

16. ML Paper of the Week:
► https://lnkd.in/d66HxP52

17. Notes on AI for Software Engineers:
► https://lnkd.in/dANSnC4f

18. Papers We Love:
► https://lnkd.in/dkjsCq8z


𝗙𝗿𝗼𝗻𝘁𝗲𝗻𝗱:

19. Awesome Front End System Design:
► https://lnkd.in/dmk3VGVt

20. Javascript Questions:
► https://lnkd.in/dt_96xJZ

21. Typescript advanced patterns workshop:
► https://lnkd.in/deTBDhCb


𝗜𝗻𝘁𝗲𝗿𝘃𝗶𝗲𝘄 𝗽𝗿𝗲𝗽𝗮𝗿𝗮𝘁𝗶𝗼𝗻:

22. Tech Interview Handbook:
► https://lnkd.in/d2F5z4Af (by Yangshun)

23. Guide to Software Engineering Interviews:
► https://lnkd.in/dm2MbsgD

24. Coding Interview University: 
► https://lnkd.in/dH9NSDNX


What are your favorite repos?


#systemdesign #softwareengineering #programming",2214.0,122.0,420,,,Magician,Engineering/Technical,Insight/Observation,Listicle/Breakdown,Text-only,GitHub has 420M repositories.,"GitHub has 420M repositories.

25 repos you can't miss out on as a software engineer:


___
BONUS: I share repos and deep dives to 50,001+ engineers f",,,,dataset_alexis_dataset,,,,
"Had a great time having a talk today at the Infoshare conference in Gdansk, PL.

I had a talk called: Future Proof Your Career as an Engineer in Gen Al World.

This is also going to be a topic of today's newsletter article, where I'll share all the details of what the talk was all about!

Also great meeting with fellow newsletter writers! Jordan Cutler, Anton Zaides, Michał Poczwardowski

Check out their newsletters:
- High Growth Engineer - https://lnkd.in/eg27JDYU
- Manager(.)dev - https://lnkd.in/e7p4NZ6z
- Perspectiveship - https://lnkd.in/ef23Dnkd",69.0,23.0,6,,,Teacher,Leadership/Management,Insight/Observation,Statement → Commentary,Text-only,"Had a great time having a talk today at the Infoshare conference in Gdansk, PL.","Had a great time having a talk today at the Infoshare conference in Gdansk, PL.

I had a talk called: Future Proof Your Career as an Engineer in Gen A",,,,dataset_alexis_dataset,,,,
"I was about to draft a post on my go-to Cursor prompts—then Jordan Cutler released “2025 Guide to Prompt Engineering in Your Editor” in his High Growth Engineer newsletter and covered everything (plus some gems I hadn’t even thought of).

If you’re coding with Agent Mode in VS Code, Cursor, or Windsurf, bookmark this piece. Jordan shows how to:
- break complex asks into Plan → Execute steps
- assign the LLM a precise role (“act like a principal engineer”)
- have it quiz you one question at a time
- auto-generate specs, migration lists, and other context-packing artifacts

It’s the great prompt-crafting guide. Check it out here:",24.0,2.0,2,,,Teacher,Engineering/Technical,Insight/Observation,Listicle/Breakdown,Text-only,I was about to draft a post on my go-to Cursor prompts—then Jordan Cutler released “2025 Guide to Prompt Engineering in Your Editor” in his High Growt,I was about to draft a post on my go-to Cursor prompts—then Jordan Cutler released “2025 Guide to Prompt Engineering in Your Editor” in his High Growt,,,,dataset_alexis_dataset,,,,
